Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Dispatch Time (product.metafields.mc-facebook.google_product_category),Accessory size (product.metafields.shopify.accessory-size),Age group (product.metafields.shopify.age-group),Care instructions (product.metafields.shopify.care-instructions),Color (product.metafields.shopify.color-pattern),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Fabric (product.metafields.shopify.fabric),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
red-petal-co-ord-set,,,,,,,,,4xl,,,46,,,Non-feeding,,ICC000259,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,4xl,,,46,,,Centre Feeding (+ Rs. 50.00),,ICC000260,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,4xl,,,46,,,Both Side Feeding (+ Rs. 100.00),,ICC000261,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,38,,,Non-feeding,,ICC000262,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,38,,,Centre Feeding (+ Rs. 50.00),,ICC000263,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,38,,,Both Side Feeding (+ Rs. 100.00),,ICC000264,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,39,,,Non-feeding,,ICC000265,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,39,,,Centre Feeding (+ Rs. 50.00),,ICC000266,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,39,,,Both Side Feeding (+ Rs. 100.00),,ICC000267,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,40,,,Non-feeding,,ICC000268,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,40,,,Centre Feeding (+ Rs. 50.00),,ICC000269,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,40,,,Both Side Feeding (+ Rs. 100.00),,ICC000270,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,41,,,Non-feeding,,ICC000271,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,41,,,Centre Feeding (+ Rs. 50.00),,ICC000272,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,41,,,Both Side Feeding (+ Rs. 100.00),,ICC000273,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,42,,,Non-feeding,,ICC000274,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,42,,,Centre Feeding (+ Rs. 50.00),,ICC000275,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,42,,,Both Side Feeding (+ Rs. 100.00),,ICC000276,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,43,,,Non-feeding,,ICC000277,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,43,,,Centre Feeding (+ Rs. 50.00),,ICC000278,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,43,,,Both Side Feeding (+ Rs. 100.00),,ICC000279,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,44,,,Non-feeding,,ICC000280,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,44,,,Centre Feeding (+ Rs. 50.00),,ICC000281,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,44,,,Both Side Feeding (+ Rs. 100.00),,ICC000282,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,45,,,Non-feeding,,ICC000283,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,45,,,Centre Feeding (+ Rs. 50.00),,ICC000284,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,45,,,Both Side Feeding (+ Rs. 100.00),,ICC000285,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,46,,,Non-feeding,,ICC000286,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,46,,,Centre Feeding (+ Rs. 50.00),,ICC000287,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
red-petal-co-ord-set,,,,,,,,,5xl,,,46,,,Both Side Feeding (+ Rs. 100.00),,ICC000288,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,Meadow Green Co-ord-PI : ICC00045,"",Invi Creation,Apparel & Accessories > Clothing Accessories > Traditional Clothing Accessories,Cotton Kurthi Set,"cotton kurthi, cotton wear, daily wear, daily wear kurthi, invi creation, kurthi online, kurthi set, office wear kurti, printed kurthi, pure cotton, women kurthi",true,Size,xs,product.metafields.shopify.size,Top Length,38,,Feeding Options,Non-feeding,,ICC00045,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0962/7654/5900/files/45_399b8f52-c5a9-4ede-9d71-f73de46f85a7.jpg?v=1779798948,1,"",false,,,5390,,adults,,,,,cotton,round; v-neck; square,xs; s; m; l; xl; 2xl; 3xl; 4xl; 5xl,,short; long; sleeveless,female,,,kg,,,active
meadow-green-co-ord,,,,,,,,,xs,,,38,,,Centre Feeding (+ Rs. 50.00),,ICC00046,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,38,,,Both Side Feeding (+ Rs. 100.00),,ICC00047,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,39,,,Non-feeding,,ICC00048,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,39,,,Centre Feeding (+ Rs. 50.00),,ICC00049,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,39,,,Both Side Feeding (+ Rs. 100.00),,ICC00050,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,40,,,Non-feeding,,ICC00051,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,40,,,Centre Feeding (+ Rs. 50.00),,ICC00052,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,40,,,Both Side Feeding (+ Rs. 100.00),,ICC00053,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,41,,,Non-feeding,,ICC00054,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,41,,,Centre Feeding (+ Rs. 50.00),,ICC00055,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,41,,,Both Side Feeding (+ Rs. 100.00),,ICC00056,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,42,,,Non-feeding,,ICC00057,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,42,,,Centre Feeding (+ Rs. 50.00),,ICC00058,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,42,,,Both Side Feeding (+ Rs. 100.00),,ICC00059,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,43,,,Non-feeding,,ICC00060,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,43,,,Centre Feeding (+ Rs. 50.00),,ICC00061,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,43,,,Both Side Feeding (+ Rs. 100.00),,ICC00062,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,44,,,Non-feeding,,ICC00063,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,44,,,Centre Feeding (+ Rs. 50.00),,ICC00064,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,44,,,Both Side Feeding (+ Rs. 100.00),,ICC00065,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,45,,,Non-feeding,,ICC00066,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,45,,,Centre Feeding (+ Rs. 50.00),,ICC00067,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,45,,,Both Side Feeding (+ Rs. 100.00),,ICC00068,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,46,,,Non-feeding,,ICC00069,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,46,,,Centre Feeding (+ Rs. 50.00),,ICC00070,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,xs,,,46,,,Both Side Feeding (+ Rs. 100.00),,ICC00071,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,38,,,Non-feeding,,ICC00072,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,38,,,Centre Feeding (+ Rs. 50.00),,ICC00073,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,38,,,Both Side Feeding (+ Rs. 100.00),,ICC00074,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,39,,,Non-feeding,,ICC00075,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,39,,,Centre Feeding (+ Rs. 50.00),,ICC00076,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,39,,,Both Side Feeding (+ Rs. 100.00),,ICC00077,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,40,,,Non-feeding,,ICC00078,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,40,,,Centre Feeding (+ Rs. 50.00),,ICC00079,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,40,,,Both Side Feeding (+ Rs. 100.00),,ICC00080,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,41,,,Non-feeding,,ICC00081,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,41,,,Centre Feeding (+ Rs. 50.00),,ICC00082,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,41,,,Both Side Feeding (+ Rs. 100.00),,ICC00083,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,42,,,Non-feeding,,ICC00084,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,42,,,Centre Feeding (+ Rs. 50.00),,ICC00085,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,42,,,Both Side Feeding (+ Rs. 100.00),,ICC00086,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,43,,,Non-feeding,,ICC00087,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,43,,,Centre Feeding (+ Rs. 50.00),,ICC00088,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,43,,,Both Side Feeding (+ Rs. 100.00),,ICC00089,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,44,,,Non-feeding,,ICC00090,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,44,,,Centre Feeding (+ Rs. 50.00),,ICC00091,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,44,,,Both Side Feeding (+ Rs. 100.00),,ICC00092,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,45,,,Non-feeding,,ICC00093,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,45,,,Centre Feeding (+ Rs. 50.00),,ICC00094,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,45,,,Both Side Feeding (+ Rs. 100.00),,ICC00095,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,46,,,Non-feeding,,ICC00096,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,46,,,Centre Feeding (+ Rs. 50.00),,ICC00097,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,s,,,46,,,Both Side Feeding (+ Rs. 100.00),,ICC00098,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,38,,,Non-feeding,,ICC00099,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,38,,,Centre Feeding (+ Rs. 50.00),,ICC000100,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,38,,,Both Side Feeding (+ Rs. 100.00),,ICC000101,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,39,,,Non-feeding,,ICC000102,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,39,,,Centre Feeding (+ Rs. 50.00),,ICC000103,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,39,,,Both Side Feeding (+ Rs. 100.00),,ICC000104,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,40,,,Non-feeding,,ICC000105,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,40,,,Centre Feeding (+ Rs. 50.00),,ICC000106,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,40,,,Both Side Feeding (+ Rs. 100.00),,ICC000107,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,41,,,Non-feeding,,ICC000108,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,41,,,Centre Feeding (+ Rs. 50.00),,ICC000109,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,41,,,Both Side Feeding (+ Rs. 100.00),,ICC000110,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,42,,,Non-feeding,,ICC000111,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,42,,,Centre Feeding (+ Rs. 50.00),,ICC000112,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,42,,,Both Side Feeding (+ Rs. 100.00),,ICC000113,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,43,,,Non-feeding,,ICC000114,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,43,,,Centre Feeding (+ Rs. 50.00),,ICC000115,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,43,,,Both Side Feeding (+ Rs. 100.00),,ICC000116,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,44,,,Non-feeding,,ICC000117,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,44,,,Centre Feeding (+ Rs. 50.00),,ICC000118,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,44,,,Both Side Feeding (+ Rs. 100.00),,ICC000119,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,45,,,Non-feeding,,ICC000120,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,45,,,Centre Feeding (+ Rs. 50.00),,ICC000121,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,45,,,Both Side Feeding (+ Rs. 100.00),,ICC000122,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,46,,,Non-feeding,,ICC000123,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,46,,,Centre Feeding (+ Rs. 50.00),,ICC000124,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,m,,,46,,,Both Side Feeding (+ Rs. 100.00),,ICC000125,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,l,,,38,,,Non-feeding,,ICC000126,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,l,,,38,,,Centre Feeding (+ Rs. 50.00),,ICC000127,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,l,,,38,,,Both Side Feeding (+ Rs. 100.00),,ICC000128,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,l,,,39,,,Non-feeding,,ICC000129,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,l,,,39,,,Centre Feeding (+ Rs. 50.00),,ICC000130,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,l,,,39,,,Both Side Feeding (+ Rs. 100.00),,ICC000131,0.0,shopify,0,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,l,,,40,,,Non-feeding,,ICC000132,0.0,shopify,0,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
meadow-green-co-ord,,,,,,,,,l,,,40,,,Centre Feeding (+ Rs. 50.00),,ICC000133,0.0,shopify,0,deny,manual,1249.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,kg,,,
